kingdom,kingdomKey,speciesKey,image_count
Plantae,6,5312136,30
Plantae,6,3831820,100
Plantae,6,7269372,99
Plantae,6,5594377,1
Plantae,6,5594382,112
Plantae,6,7265434,34
Plantae,6,3169137,100
Plantae,6,8394214,105
Plantae,6,5402943,101
Plantae,6,5403117,41
Plantae,6,5403095,2
Plantae,6,5402831,102
Plantae,6,3087725,101
Plantae,6,3142644,2
Plantae,6,3069535,31
Plantae,6,3065495,22
Plantae,6,3070597,77
Plantae,6,3065503,12
Plantae,6,3064495,100
Plantae,6,3064865,41
Plantae,6,3066964,11
Plantae,6,3068937,97
Plantae,6,3066321,95
Plantae,6,3063803,10
Plantae,6,3066965,101
Plantae,6,3067891,97
Plantae,6,3066465,101
Plantae,6,3066357,4
Plantae,6,3069353,89
Plantae,6,3066919,98
Plantae,6,3067098,27
Plantae,6,3591315,45
Plantae,6,7152601,59
Plantae,6,7152542,55
Plantae,6,2858034,14
Plantae,6,3709190,34
Plantae,6,9464189,102
Plantae,6,2928673,101
Plantae,6,3840363,57
Plantae,6,3702513,11
Plantae,6,3071702,97
Plantae,6,3071716,40
Plantae,6,4938052,10
Plantae,6,2889373,101
Plantae,6,7289420,25
Plantae,6,7863745,41
Plantae,6,8413821,4
Plantae,6,2984652,97
Plantae,6,4093859,1
Plantae,6,3993458,17
Plantae,6,7328504,9
Plantae,6,7328427,101
Plantae,6,4020282,14
Plantae,6,7831098,4
Plantae,6,7270134,33
Plantae,6,4934494,1
Plantae,6,5340379,99
Plantae,6,2890266,24
Plantae,6,2891583,100
Plantae,6,2891266,101
Plantae,6,5369685,99
Plantae,6,3141101,101
Plantae,6,2926557,101
Plantae,6,3084616,106
Plantae,6,7548362,64
Plantae,6,8082978,97
Plantae,6,2757900,1
Plantae,6,3080562,100
Plantae,6,2740024,101
Plantae,6,5390273,100
Plantae,6,5359660,101
Plantae,6,7732678,100
Plantae,6,8241662,36
Plantae,6,7861283,98
Plantae,6,5341168,22
Plantae,6,6410769,35
Plantae,6,3100918,100
Plantae,6,3101068,14
Plantae,6,7815591,101
Plantae,6,3131229,101
Plantae,6,5390831,11
Plantae,6,2653133,54
Plantae,6,3157333,6
Plantae,6,3157344,97
Plantae,6,5331162,98
Plantae,6,5331164,17
Plantae,6,5603911,39
Plantae,6,5331160,3
Plantae,6,5287564,101
Plantae,6,5359839,48
Plantae,6,5359831,6
Plantae,6,5359843,101
Plantae,6,5324319,1
Plantae,6,2765559,69
Plantae,6,5382823,101
Plantae,6,2684887,7
Plantae,6,3831801,35
Plantae,6,3029934,100
Plantae,6,3029817,98
Plantae,6,3172325,99
Plantae,6,2747084,101
Plantae,6,5300358,16
Plantae,6,2718992,48
Plantae,6,2769796,101
Plantae,6,2710209,74
Plantae,6,2984047,101
Plantae,6,2975667,101
Plantae,6,3132570,99
Plantae,6,2913548,100
Plantae,6,2914110,100
Plantae,6,3189571,36
Plantae,6,3189570,6
Plantae,6,3713469,47
Plantae,6,8096611,10
Plantae,6,5335125,100
Plantae,6,5334965,16
Plantae,6,5371724,7
Plantae,6,5361907,99
Plantae,6,5571773,40
Plantae,6,5361932,101
Plantae,6,5361919,101
Plantae,6,5361909,101
Plantae,6,5361914,56
Plantae,6,7835333,101
Plantae,6,5571945,99
Plantae,6,7262725,99
Plantae,6,5571361,11
Plantae,6,8007516,2
Plantae,6,7879404,102
Plantae,6,7467639,94
Plantae,6,7262544,100
Plantae,6,8037208,5
Plantae,6,5361930,98
Plantae,6,7673670,58
Plantae,6,5361904,100
Plantae,6,5361935,100
Plantae,6,5571130,2
Plantae,6,5571076,6
Plantae,6,7262595,99
Plantae,6,7262408,98
Plantae,6,5569748,25
Plantae,6,3767426,97
Plantae,6,3234563,92
Plantae,6,5571763,39
Plantae,6,8368771,7
Plantae,6,5571621,54
Plantae,6,2708266,7
Plantae,6,2708744,9
Plantae,6,2708808,101
Plantae,6,2709171,10
Plantae,6,2708425,2
Plantae,6,3152111,91
Plantae,6,5384950,101
Plantae,6,2702808,95
Plantae,6,2702822,16
Plantae,6,5523712,42
Plantae,6,7132425,97
Plantae,6,7293128,22
Plantae,6,2731882,100
Plantae,6,7426040,91
Plantae,6,5833757,3
Plantae,6,8368501,1
Plantae,6,7777372,19
Plantae,6,7300505,99
Plantae,6,2717712,36
Plantae,6,5395928,100
Plantae,6,5395925,96
Plantae,6,2705957,57
Plantae,6,2705953,101
Plantae,6,2749556,16
Plantae,6,8002762,2
Plantae,6,2927075,97
Plantae,6,7330991,83
Plantae,6,7799958,1
Plantae,6,7330952,31
Plantae,6,7330930,16
Plantae,6,7330920,43
Plantae,6,7462876,22
Plantae,6,7376217,100
Plantae,6,2901228,1
Plantae,6,3063650,4
Plantae,6,3170131,22
Plantae,6,2763038,12
Plantae,6,2976244,38
Plantae,6,2976236,101
Plantae,6,2961150,92
Plantae,6,2650858,101
Plantae,6,8582197,101
Plantae,6,7268813,76
Plantae,6,7317695,98
Plantae,6,2819021,72
Plantae,6,3790189,10
Plantae,6,4102897,10
Plantae,6,4097830,5
Plantae,6,4096937,1
Plantae,6,4096576,6
Plantae,6,4097195,2
Plantae,6,3582258,50
Plantae,6,7439694,69
Plantae,6,8110071,3
Plantae,6,2768088,3
Plantae,6,5303779,14
Plantae,6,2770795,11
Plantae,6,2770769,5
Plantae,6,5421144,101
Plantae,6,3172487,4
Plantae,6,2975585,29
Plantae,6,2984541,82
Plantae,6,5304576,8
Plantae,6,5304529,16
Plantae,6,5304612,2
Plantae,6,3190527,9
Plantae,6,3660297,1
Plantae,6,3191153,12
Plantae,6,3190722,101
Plantae,6,3190855,99
Plantae,6,7319844,102
Plantae,6,3989330,43
Plantae,6,5365717,101
Plantae,6,5356335,9
Plantae,6,2925655,101
Plantae,6,2970961,4
Plantae,6,8365251,100
Plantae,6,3085421,100
Plantae,6,3085420,101
Plantae,6,3085418,99
Plantae,6,6363496,101
Plantae,6,3603377,5
Plantae,6,2959543,6
Plantae,6,5415360,99
Plantae,6,5275373,100
Plantae,6,5579308,100
Plantae,6,2928667,96
Plantae,6,8682693,100
Plantae,6,3115588,99
Plantae,6,3115608,1
Plantae,6,3817784,1
Plantae,6,2869345,100
Plantae,6,5414989,101
Plantae,6,5414995,101
Plantae,6,5680887,5
Plantae,6,5383898,100
Plantae,6,5681168,1
Plantae,6,5681100,53
Plantae,6,3190008,101
Plantae,6,9070905,4
Plantae,6,2754476,83
Plantae,6,2755489,98
Plantae,6,2755618,84
Plantae,6,4937226,35
Plantae,6,2755195,10
Plantae,6,2755784,23
Plantae,6,2755706,15
Plantae,6,2754423,35
Plantae,6,2754651,5
Plantae,6,4069970,7
Plantae,6,3032960,13
Plantae,6,3032980,98
Plantae,6,7295796,16
Plantae,6,4070768,24
Plantae,6,5317107,24
Plantae,6,5316744,95
Plantae,6,5315454,28
Plantae,6,5315366,34
Plantae,6,5317521,9
Plantae,6,5316408,3
Plantae,6,5308651,15
Plantae,6,5315301,9
Plantae,6,5317287,5
Plantae,6,5316927,5
Plantae,6,5317489,28
Plantae,6,5315870,1
Plantae,6,5316317,4
Plantae,6,2703316,2
Plantae,6,4098506,4
Plantae,6,4098487,4
Plantae,6,2946831,38
Plantae,6,2946798,61
Plantae,6,3035134,100
Plantae,6,4001649,20
Plantae,6,2900952,103
Plantae,6,5350305,21
Plantae,6,5350336,101
Plantae,6,2942986,25
Plantae,6,10854344,15
Plantae,6,11370567,11
Plantae,6,10781752,86
Plantae,6,10775938,99
Plantae,6,10734509,26
Plantae,6,10690761,15
Plantae,6,2971248,3
Plantae,6,2971312,55
Plantae,6,2971272,28
Plantae,6,2971234,99
Plantae,6,11374082,94
Plantae,6,10833216,101
Plantae,6,10829464,24
Plantae,6,10875965,10
Plantae,6,3155130,100
Plantae,6,2653207,4
Plantae,6,3694784,12
Plantae,6,7150619,83
Plantae,6,3890741,17
Plantae,6,3084908,101
Plantae,6,8396756,56
Plantae,6,4028759,7
Plantae,6,2840807,96
Plantae,6,2840611,47
Plantae,6,7313778,92
Plantae,6,3152663,5
Plantae,6,3152666,40
Plantae,6,3152658,101
Plantae,6,3152661,101
Plantae,6,8028873,102
Plantae,6,3173137,79
Plantae,6,2891791,90
Plantae,6,4260812,14
Plantae,6,3152080,1
Plantae,6,4260147,7
Plantae,6,4259716,43
Plantae,6,4259769,16
Plantae,6,3986813,101
Plantae,6,3152195,97
Plantae,6,2894828,99
Plantae,6,3787288,2
Plantae,6,2874605,39
Plantae,6,3623176,18
Plantae,6,3791329,101
Plantae,6,5546922,102
Plantae,6,2925788,101
Plantae,6,4062306,22
Plantae,6,4001417,2
Plantae,6,2650123,15
Plantae,6,7326897,100
Plantae,6,2781074,101
Plantae,6,2781103,101
Plantae,6,8125676,100
Plantae,6,8297383,22
Plantae,6,5310564,71
Plantae,6,3685338,95
Plantae,6,5290179,96
Plantae,6,7424162,21
Plantae,6,3071171,93
Plantae,6,3152547,101
Plantae,6,7279059,3
Plantae,6,3152555,100
Plantae,6,3152559,100
Plantae,6,3152582,101
Plantae,6,9064581,100
Plantae,6,3941020,100
Plantae,6,3152583,101
Plantae,6,7115794,101
Plantae,6,2854416,99
Plantae,6,3168943,102
Plantae,6,3191302,101
Plantae,6,7317816,1
Plantae,6,3169748,101
Plantae,6,6135815,101
Plantae,6,3071623,45
Plantae,6,5669231,6
Plantae,6,2706056,101
Plantae,6,5564667,1
Plantae,6,5384931,101
Plantae,6,3039410,34
Plantae,6,8658195,96
Plantae,6,3573959,5
Plantae,6,3573230,6
Plantae,6,2984537,94
Plantae,6,2984535,100
Plantae,6,3991221,22
Plantae,6,3991114,47
Plantae,6,7448919,61
Plantae,6,7446415,3
Plantae,6,2688470,69
Plantae,6,7383551,13
Plantae,6,5380015,100
Plantae,6,2895700,26
Plantae,6,2985994,100
Plantae,6,5329570,69
Plantae,6,8418338,101
Plantae,6,3639560,102
Plantae,6,5329272,29
Plantae,6,3612749,31
Plantae,6,10334868,98
Plantae,6,2705781,93
Plantae,6,2860119,101
Plantae,6,2904440,26
Plantae,6,8265032,5
Plantae,6,8222617,1
Plantae,6,2928977,60
Plantae,6,3189479,99
Plantae,6,7948012,100
Plantae,6,7317960,102
Plantae,6,3115470,6
Plantae,6,3139958,37
Plantae,6,3139903,6
Plantae,6,3139895,55
Plantae,6,3139807,101
Plantae,6,3139818,3
Plantae,6,7326414,101
Plantae,6,2687885,101
Plantae,6,7300847,101
Plantae,6,4159442,2
Plantae,6,2829531,72
Plantae,6,2828859,37
Plantae,6,2829357,1
Plantae,6,2829840,20
Plantae,6,2705462,13
Plantae,6,2860677,101
Plantae,6,5361791,3
Plantae,6,7329731,95
Plantae,6,3190016,34
Plantae,6,3708966,5
Plantae,6,2758716,104
Plantae,6,7883492,98
Plantae,6,2758686,2
Plantae,6,2758665,19
Plantae,6,2758673,1
Plantae,6,2912262,57
Plantae,6,2916058,9
Plantae,6,2911970,97
Plantae,6,9264048,19
Plantae,6,2911992,97
Plantae,6,9411691,6
Plantae,6,2911955,7
Plantae,6,2912017,25
Plantae,6,9206251,101
Plantae,6,3119175,101
Plantae,6,7287475,101
Plantae,6,5547507,100
Plantae,6,8217389,14
Plantae,6,3711910,2
Plantae,6,5275022,21
Plantae,6,2709295,34
Plantae,6,2852790,43
Plantae,6,7306536,78
Plantae,6,2926815,98
Plantae,6,3889017,101
Plantae,6,7778424,92
Plantae,6,7315806,103
Plantae,6,5533851,1
Plantae,6,7315909,2
Plantae,6,7154501,101
Plantae,6,7315854,5
Plantae,6,2889756,1
Plantae,6,5549979,3
Plantae,6,7326434,16
Plantae,6,2891773,104
Plantae,6,4193478,71
Plantae,6,2971507,6
Plantae,6,2972082,99
Plantae,6,2971525,65
Plantae,6,2971499,33
Plantae,6,2971635,101
Plantae,6,2971774,101
Plantae,6,2972043,102
Plantae,6,2971584,35
Plantae,6,2972275,21
Plantae,6,2963211,89
Plantae,6,8661547,59
Plantae,6,3148340,100
Plantae,6,4933624,97
Plantae,6,2925303,93
Plantae,6,7300666,7
Plantae,6,2984469,39
Plantae,6,5330870,15
Plantae,6,5337099,87
Plantae,6,5337238,45
Plantae,6,5337147,1
Plantae,6,5336863,100
Plantae,6,5356514,98
Plantae,6,3144813,2
Plantae,6,3144718,64
Plantae,6,3034015,101
Plantae,6,5420912,100
Plantae,6,7300476,99
Plantae,6,4160376,18
Plantae,6,4160417,97
Plantae,6,4160336,94
Plantae,6,2702901,99
Plantae,6,3738444,65
Plantae,6,11208838,95
Plantae,6,11161239,7
Plantae,6,2867627,1
Plantae,6,3973001,60
Plantae,6,4924659,103
Plantae,6,6410563,101
Plantae,6,7263961,21
Plantae,6,10689300,74
Plantae,6,7264786,22
Plantae,6,7648181,6
Plantae,6,2650524,101
Plantae,6,4024491,45
Plantae,6,11131846,11
Plantae,6,2703873,78
Plantae,6,2970418,98
Plantae,6,5607947,101
Plantae,6,7307251,17
Plantae,6,7621903,19
Plantae,6,3152825,27
Plantae,6,3152873,38
Plantae,6,3685274,27
Plantae,6,3190002,101
Plantae,6,3033977,100
Plantae,6,7304140,99
Plantae,6,8956507,10
Plantae,6,4182444,18
Plantae,6,7304563,41
Plantae,6,5332934,77
Plantae,6,2733469,99
Plantae,6,2733400,4
Plantae,6,5409093,96
Plantae,6,5408737,100
Plantae,6,2969156,17
Plantae,6,5598598,100
Plantae,6,7272715,46
Plantae,6,5334240,90
Plantae,6,7272559,4
Plantae,6,4129475,99
Plantae,6,7290245,24
Plantae,6,3823889,1
Plantae,6,7322187,97
Plantae,6,8924323,98
Plantae,6,5420987,101
Plantae,6,8129014,32
Plantae,6,2874601,41
Plantae,6,2874599,18
Plantae,6,5421047,102
Plantae,6,6435171,99
Plantae,6,7299714,100
Plantae,6,7299573,103
Plantae,6,2928809,97
Plantae,6,3885429,40
Plantae,6,5395405,9
Plantae,6,3172294,100
Plantae,6,2753253,15
Plantae,6,2752997,45
Plantae,6,2753380,93
Plantae,6,5328736,104
Plantae,6,6033875,7
Plantae,6,5415005,40
Plantae,6,5563158,2
Plantae,6,5415004,20
Plantae,6,5563114,34
Plantae,6,5415001,83
Plantae,6,7685583,17
Plantae,6,8394552,4
Plantae,6,7304587,28
Plantae,6,7304569,100
Plantae,6,10975167,101
Plantae,6,3733807,100
Plantae,6,3733766,77
Plantae,6,3171892,97
Plantae,6,8125066,3
Plantae,6,7663721,2
Plantae,6,11067359,21
Plantae,6,11084629,4
Plantae,6,2650772,100
Plantae,6,7966726,100
Plantae,6,7326156,97
Plantae,6,2873861,101
Plantae,6,4143825,5
Plantae,6,5306140,99
Plantae,6,5322999,97
Plantae,6,5323250,66
Plantae,6,5306206,5
Plantae,6,9410332,23
Plantae,6,9294395,1
Plantae,6,3702542,101
Plantae,6,3802772,14
Plantae,6,2930364,6
Plantae,6,6385660,39
Plantae,6,8213721,48
Plantae,6,2688393,101
Plantae,6,2688424,92
Plantae,6,5326154,60
Plantae,6,7920353,96
Plantae,6,3744314,56
Plantae,6,3744838,97
Plantae,6,2650436,101
Plantae,6,7328514,100
Plantae,6,5354459,10
Plantae,6,4005921,33
Plantae,6,3169331,100
Plantae,6,4005565,16
Plantae,6,4005402,83
Plantae,6,4005004,44
Plantae,6,6365649,101
Plantae,6,3073960,3
Plantae,6,3074272,6
Plantae,6,3074251,98
Plantae,6,3074333,16
Plantae,6,3037404,2
Plantae,6,4177874,100
Plantae,6,7304278,11
Plantae,6,2883272,1
Plantae,6,7736989,26
Plantae,6,9477469,100
Plantae,6,3153695,3
Plantae,6,9605163,101
Plantae,6,3033905,88
Plantae,6,7828251,9
Plantae,6,3981498,48
Plantae,6,3981426,98
Plantae,6,2813396,104
Plantae,6,3745240,4
Plantae,6,5301451,26
Plantae,6,5301445,89
Plantae,6,6441622,16
Plantae,6,2985933,1
Plantae,6,2985930,98
Plantae,6,2985940,94
Plantae,6,3874179,30
Plantae,6,2685721,29
Plantae,6,2685711,2
Plantae,6,3172561,101
Plantae,6,5310858,5
Plantae,6,3152102,99
Plantae,6,3743505,22
Plantae,6,2901155,11
Plantae,6,5383936,85
Plantae,6,5421180,99
Plantae,6,3169625,100
Plantae,6,5536025,33
Plantae,6,5352522,102
Plantae,6,5352523,100
Plantae,6,7279431,26
Plantae,6,2718767,99
Plantae,6,3583416,101
Plantae,6,9452699,100
Plantae,6,2714915,52
Plantae,6,3190508,96
Plantae,6,2952236,101
Plantae,6,3140510,97
Plantae,6,7403263,101
Plantae,6,3140490,101
Plantae,6,3134219,98
Plantae,6,2874672,101
Plantae,6,3988950,2
Plantae,6,3188725,88
Plantae,6,3188724,101
Plantae,6,3988234,4
Plantae,6,3098694,83
Plantae,6,3661151,77
Plantae,6,2928631,101
Plantae,6,2928525,101
Plantae,6,2928551,100
Plantae,6,2928531,97
Plantae,6,2928699,36
Plantae,6,2928545,37
Plantae,6,8227635,40
Plantae,6,2928565,100
Plantae,6,2928524,101
Plantae,6,2928562,101
Plantae,6,2928547,100
Plantae,6,5294824,23
Plantae,6,3085038,98
Plantae,6,5297939,99
Plantae,6,5380959,1
Plantae,6,4143195,12
Plantae,6,7308656,6
Plantae,6,8060712,3
Plantae,6,8151301,97
Plantae,6,3115579,71
Plantae,6,3100745,58
Plantae,6,2905493,101
Plantae,6,2905600,98
Plantae,6,2905255,8
Plantae,6,3682778,2
Plantae,6,3682067,93
Plantae,6,7326085,33
Plantae,6,8392779,9
Plantae,6,3172267,51
Plantae,6,3683063,96
Plantae,6,7587215,101
Plantae,6,3682207,1
Plantae,6,3072953,100
Plantae,6,3072900,101
Plantae,6,3073017,100
Plantae,6,3072985,100
Plantae,6,3073016,101
Plantae,6,3054368,100
Plantae,6,2701311,101
Plantae,6,2701743,63
Plantae,6,2684363,56
Plantae,6,2684690,60
Plantae,6,3173105,67
Plantae,6,7447231,65
Plantae,6,7840408,18
Plantae,6,5378775,12
Plantae,6,5378750,10
Plantae,6,8004482,98
Plantae,6,5378721,1
Plantae,6,5378650,95
Plantae,6,5378605,96
Plantae,6,5378500,53
Plantae,6,5421429,104
Plantae,6,3001244,101
Plantae,6,3152377,101
Plantae,6,3152775,97
Plantae,6,3152776,98
Plantae,6,3060998,101
Plantae,6,2885079,20
Plantae,6,2885150,9
Plantae,6,2885158,91
Plantae,6,3190638,101
Plantae,6,3596820,3
Plantae,6,2761352,98
Plantae,6,5383240,34
Plantae,6,2715877,7
Plantae,6,2714453,106
Plantae,6,7298701,3
Plantae,6,7653972,78
Plantae,6,5274875,93
Plantae,6,3172618,100
Plantae,6,8370958,101
Plantae,6,3171304,97
Plantae,6,2965531,100
Plantae,6,9151957,96
Plantae,6,8618436,1
Plantae,6,5416091,11
Plantae,6,5415976,78
Plantae,6,5415885,59
Plantae,6,5415832,65
Plantae,6,5380873,99
Plantae,6,3662338,2
Plantae,6,3188511,100
Plantae,6,3861607,100
Plantae,6,3870782,10
Plantae,6,8365307,5
Plantae,6,5355731,100
Plantae,6,5355677,56
Plantae,6,7629955,80
Plantae,6,2969284,101
Plantae,6,2883768,101
Plantae,6,3086240,98
Plantae,6,2706022,89
Plantae,6,2706026,94
Plantae,6,2900469,2
Plantae,6,7289342,5
Plantae,6,5407003,1
Plantae,6,9381433,49
Plantae,6,3084611,100
Plantae,6,2874580,95
Plantae,6,2874581,101
Plantae,6,3747279,99
Plantae,6,5339879,101
Plantae,6,7976478,101
Plantae,6,7533157,6
Plantae,6,3054181,101
Plantae,6,5361889,100
Plantae,6,7262379,7
Plantae,6,5361888,101
Plantae,6,3905218,1
Plantae,6,2926630,98
Plantae,6,8356260,41
Plantae,6,2951381,101
Plantae,6,2951365,97
Plantae,6,2951499,97
Plantae,6,2951358,2
Plantae,6,2951398,98
Plantae,6,8364646,89
Plantae,6,3152036,100
Plantae,6,2764625,55
Plantae,6,7304495,4
Plantae,6,3190712,109
Plantae,6,5353534,51
Plantae,6,5421126,96
Plantae,6,2650930,101
Plantae,6,3169756,101
Plantae,6,2836743,71
Plantae,6,2836663,23
Plantae,6,2836735,5
Plantae,6,2705687,63
Plantae,6,2928775,101
Plantae,6,2928774,98
Plantae,6,9444220,51
Plantae,6,4178276,3
Plantae,6,3683008,86
Plantae,6,7326947,93
Plantae,6,2882422,100
Plantae,6,5592249,100
Plantae,6,5341503,93
Plantae,6,2738422,95
Plantae,6,5312847,4
Plantae,6,2927097,97
Plantae,6,2927096,99
Plantae,6,3898584,2
Plantae,6,2927094,80
Plantae,6,2927100,100
Plantae,6,3617566,36
Plantae,6,5371886,100
Plantae,6,3188875,100
Plantae,6,3686148,32
Plantae,6,5415040,101
Plantae,6,2732290,11
Plantae,6,5566677,8
Plantae,6,5341747,98
Plantae,6,5384142,96
Plantae,6,7321401,86
Plantae,6,2650129,73
Plantae,6,2650137,12
Plantae,6,2774251,103
Plantae,6,2774158,91
Plantae,6,2764792,21
Plantae,6,2764680,101
Plantae,6,2764739,98
Plantae,6,5421333,101
Plantae,6,8190743,100
Plantae,6,2762680,101
Plantae,6,2762920,69
Plantae,6,2762752,89
Plantae,6,2762907,2
Plantae,6,2892654,2
Plantae,6,2892634,101
Plantae,6,2892470,54
Plantae,6,3745012,9
Plantae,6,5361760,99
Plantae,6,5406817,40
Plantae,6,2902953,15
Plantae,6,3719723,99
Plantae,6,7326127,1
Plantae,6,2687779,95
Plantae,6,2687771,12
Plantae,6,4100198,2
Plantae,6,2858963,101
Plantae,6,3836590,22
Plantae,6,5339133,100
Plantae,6,5415356,101
Plantae,6,2882449,100
Plantae,6,3623479,55
Plantae,6,2896888,92
Plantae,6,7304510,47
Plantae,6,3188512,99
Plantae,6,5914287,101
Plantae,6,2971041,97
Plantae,6,7269635,100
Plantae,6,7707713,45
Plantae,6,3152125,101
Plantae,6,3867900,44
Plantae,6,3865790,3
Plantae,6,2927208,99
Plantae,6,2927192,100
Plantae,6,2927198,100
Plantae,6,8707933,96
Plantae,6,8974899,31
Plantae,6,2927175,101
Plantae,6,3062960,48
Plantae,6,9590157,2
Plantae,6,5341744,101
Plantae,6,7324214,8
Plantae,6,9636531,101
Plantae,6,9452352,100
Plantae,6,9619573,43
Plantae,6,3881888,32
Plantae,6,7330039,82
Plantae,6,4259928,99
Plantae,6,5396042,47
Plantae,6,7265907,101
Plantae,6,2650730,102
Plantae,6,2650725,100
Plantae,6,8406468,98
Plantae,6,2650536,99
Plantae,6,3884817,1
Plantae,6,7348453,1
Plantae,6,3987892,101
Plantae,6,3153099,66
Plantae,6,3152997,102
Plantae,6,5398634,2
Plantae,6,5340994,100
Plantae,6,5340801,4
Plantae,6,7300629,1
Plantae,6,7300607,4
Plantae,6,2954036,11
Plantae,6,5355540,23
Plantae,6,5355447,2
Plantae,6,7414934,58
Plantae,6,3891796,62
Plantae,6,7308026,97
Plantae,6,2703459,72
Plantae,6,3866460,51
Plantae,6,3865497,5
Plantae,6,3172278,100
Plantae,6,7319895,99
Plantae,6,3645928,94
Plantae,6,3645975,48
Plantae,6,5329515,64
Plantae,6,8211958,100
Plantae,6,8427624,101
Plantae,6,2891707,101
Plantae,6,3188629,29
Plantae,6,2974683,53
Plantae,6,2909527,101
Plantae,6,7316516,100
Plantae,6,3083486,86
Plantae,6,7155259,9
Plantae,6,5603062,33
Plantae,6,5372282,7
Plantae,6,5327262,13
Plantae,6,5327293,96
Plantae,6,2705141,63
Plantae,6,2705090,101
Plantae,6,4132778,7
Plantae,6,2705093,87
Plantae,6,4125606,67
Plantae,6,2888443,101
Plantae,6,2888439,97
Plantae,6,2833897,12
Plantae,6,2825331,6
Plantae,6,5535809,29
Plantae,6,7307593,69
Plantae,6,5295878,29
Plantae,6,5295929,100
Plantae,6,5357217,101
Plantae,6,2981777,100
Plantae,6,7317262,102
Plantae,6,3086784,101
Plantae,6,7293862,4
Plantae,6,3039209,95
Plantae,6,2705610,101
Plantae,6,2705656,94
Plantae,6,2705565,99
Plantae,6,2705622,101
Plantae,6,2874199,101
Plantae,6,2874190,101
Plantae,6,2874211,101
Plantae,6,2874210,101
Plantae,6,2874183,101
Plantae,6,6058838,35
Plantae,6,3727077,14
Plantae,6,2924656,100
Plantae,6,2924801,30
Plantae,6,2819176,9
Plantae,6,3069168,99
Plantae,6,9609002,98
Plantae,6,2774071,6
Plantae,6,4100721,101
Plantae,6,7916114,6
Plantae,6,7740279,84
Plantae,6,8110229,2
Plantae,6,2952775,91
Plantae,6,3188706,90
Plantae,6,5671747,101
Plantae,6,5828197,26
Plantae,6,3146542,43
Plantae,6,3152140,9
Plantae,6,3580320,24
Plantae,6,7796168,9
Plantae,6,4256028,14
Plantae,6,2985709,100
Plantae,6,3086371,100
Plantae,6,3086412,99
Plantae,6,3086448,99
Plantae,6,3829373,101
Plantae,6,5341394,98
Plantae,6,2817539,40
Plantae,6,2817570,9
Plantae,6,5575270,95
Plantae,6,3034046,100
Plantae,6,2928859,101
Plantae,6,2925536,101
Plantae,6,7828157,101
Plantae,6,3093337,95
Plantae,6,5333350,29
Plantae,6,7300516,102
Plantae,6,5670477,100
Plantae,6,5361841,101
Plantae,6,5361830,108
Plantae,6,7300944,99
Plantae,6,8592945,100
Plantae,6,5285244,3
Plantae,6,5285824,28
Plantae,6,5285215,14
Plantae,6,5285119,31
Plantae,6,4183601,100
Plantae,6,4187904,95
Plantae,6,4191172,100
Plantae,6,3086338,3
Plantae,6,3086357,87
Plantae,6,3086342,6
Plantae,6,3086260,98
Plantae,6,7321836,1
Plantae,6,2870583,101
Plantae,6,5347846,100
Plantae,6,7303830,4
Plantae,6,8677924,100
Plantae,6,2962831,101
Plantae,6,5334135,99
Plantae,6,7303104,101
Plantae,6,9118978,99
Plantae,6,3189767,101
Plantae,6,7148630,88
Plantae,6,4024927,22
Plantae,6,3164340,103
Plantae,6,5341313,103
Plantae,6,5341492,99
Plantae,6,3792354,8
Plantae,6,3132728,101
Plantae,6,3132668,22
Plantae,6,3082286,24
Plantae,6,3082282,99
Plantae,6,3169673,101
Plantae,6,3169677,98
Plantae,6,3169674,101
Plantae,6,5285930,102
Plantae,6,5286088,1
Plantae,6,8336561,1
Plantae,6,4105598,94
Plantae,6,4105523,17
Plantae,6,7308947,16
Plantae,6,3899613,11
Plantae,6,7308820,7
Plantae,6,4013131,22
Plantae,6,5303492,100
Plantae,6,7891136,10
Plantae,6,3156422,86
Plantae,6,3156325,7
Plantae,6,3085781,47
Plantae,6,3085381,100
Plantae,6,7293502,15
Plantae,6,7711084,10
Plantae,6,7293419,6
Plantae,6,3191373,101
Plantae,6,4051511,82
Plantae,6,4049324,2
Plantae,6,7293626,99
Plantae,6,4050793,31
Plantae,6,2770124,9
Plantae,6,2770022,100
Plantae,6,2770228,101
Plantae,6,4034001,100
Plantae,6,7291589,51
Plantae,6,6391007,101
Plantae,6,2889304,99
Plantae,6,6391450,102
Plantae,6,2889262,92
Plantae,6,6391150,101
Plantae,6,7291547,1
Plantae,6,8879994,8
Plantae,6,2889229,95
Plantae,6,4033648,101
Plantae,6,6391194,99
Plantae,6,5334440,99
Plantae,6,4033482,21
Plantae,6,4033392,27
Plantae,6,7291203,102
Plantae,6,7537964,97
Plantae,6,4034380,80
Plantae,6,7291143,98
Plantae,6,3035891,3
Plantae,6,3035652,30
Plantae,6,3035681,22
Plantae,6,3035778,19
Plantae,6,4041108,23
Plantae,6,7319737,89
Plantae,6,4039606,3
Plantae,6,4046493,36
Plantae,6,2965911,6
Plantae,6,5829094,10
Plantae,6,3084700,101
Plantae,6,3084719,100
Plantae,6,3084704,101
Plantae,6,3084699,89
Plantae,6,5301162,100
Plantae,6,7289668,2
Plantae,6,5301141,99
Plantae,6,8228815,5
Plantae,6,5330311,98
Plantae,6,5330343,1
Plantae,6,5330394,44
Plantae,6,2884162,93
Plantae,6,7300542,102
Plantae,6,2984383,96
Plantae,6,5408864,3
Plantae,6,5409107,99
