key,nubKey,nameKey,taxonID,sourceTaxonKey,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,publishedIn,numDescendants,lastCrawled,lastInterpreted,issues,class,basionymKey,basionym
3198487,3198487,5384733,gbif:3198487,158312102.0,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Hydroclathrus,Hydroclathrus clathratus,4,98,7073593,1309,8501,3198483,3198487,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,3198483,Hydroclathrus,Hydroclathrus clathratus (C.Agardh) M.Howe,Hydroclathrus clathratus,Swiss Cheese Algae,(C.Agardh) M.Howe,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:36.277+00:00,[],Phaeophyceae,,
10846389,10846389,32474400,gbif:10846389,172049446.0,Fungi,Basidiomycota,Agaricales,Inocybaceae,Pseudosperma,Pseudosperma rimosum,5,34,186,1499,4177,10754240,10846389,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,10754240,Pseudosperma,Pseudosperma rimosum (Bull.) Matheny & Esteve-Rav.,Pseudosperma rimosum,Split Fibrecap,(Bull.) Matheny & Esteve-Rav.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2019). In Matheny, Hobbs & Esteve-Raventós, Mycologia: 10.1080/00275514.2019.1668906, 31.",13,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:07.140+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2528105.0,Agaricus rimosus Bull.
2543474,2543474,4488633,gbif:2543474,176064315.0,Fungi,Basidiomycota,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis officinalis,5,34,186,1145,7619,2523631,2543474,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2523631,Fomitopsis,Fomitopsis officinalis (Vill.) Bondartsev & Singer,Fomitopsis officinalis,,(Vill.) Bondartsev & Singer,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1941). Annls Mycol. 39(1): 55.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:59.311+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5245538.0,Boletus officinalis Vill.
2537743,2537743,6106057,gbif:2537743,172042007.0,Fungi,Basidiomycota,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,5,34,186,1499,3305518,2537730,2537743,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2537730,Lentinula,Lentinula edodes (Berk.) Pegler,Lentinula edodes,shiitake,(Berk.) Pegler,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1976). Kavaka 3: 20 (’1975′).,37,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:10.256+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5243823.0,Agaricus edodes Berk.
9129313,9129313,7447435,gbif:9129313,172089604.0,Fungi,Basidiomycota,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus,5,34,186,1065,8462,8312950,9129313,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8312950,Neolentinus,Neolentinus lepideus (Fr.) Redhead & Ginns,Neolentinus lepideus,Scaly Sawgill,(Fr.) Redhead & Ginns,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1985). Trans. Mycol. Soc. Japan 26(3): 357.,9,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:55.500+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5247979.0,Agaricus lepideus Fr.
9031899,9031899,6106382,gbif:9031899,172092014.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Lentinus,Lentinus sajor-caju,5,34,186,1145,3286,2526675,9031899,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526675,Lentinus,Lentinus sajor-caju (Fr.) Fr.,Lentinus sajor-caju,,(Fr.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 393 (’1836-1838′).,11,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:18.270+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5246198.0,Agaricus sajor-caju Fr.
9154166,9154166,6106976,gbif:9154166,172091730.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Lentinus,Lentinus tigrinus,5,34,186,1145,3286,2526675,9154166,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526675,Lentinus,Lentinus tigrinus (Bull.) Fr.,Lentinus tigrinus,Tiger Sawgill,(Bull.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1825). Syst. Orb. Veg. (Lundae) 1: 78.,10,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:17.964+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2531522.0,Agaricus tigrinus Bull.
5465199,5465199,6107845,gbif:5465199,172091328.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Lenzites,Lenzites betulinus,5,34,186,1145,3286,2519064,5465199,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519064,Lenzites,Lenzites betulinus (L.) Fr.,Lenzites betulinus,"Birch Mazegill, Gilled Polypore",(L.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 405 (’1836-1838′).,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:12.954+00:00,[],Agaricomycetes,,
5242097,5242097,6183427,gbif:5242097,172032801.0,Fungi,Basidiomycota,Agaricales,Tricholomataceae,Lepista,Lepista sordida,5,34,186,1499,8787,2532282,5242097,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2532282,Lepista,Lepista sordida (Schumach.) Singer,Lepista sordida,Sordid Blewit,(Schumach.) Singer,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1951). Lilloa 22: 193 (’1949′).,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:09.992+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8111550.0,Agaricus sordidus Schumach.
5260693,5260693,6421992,gbif:5260693,172191589.0,Fungi,Ascomycota,Peltigerales,Lobariaceae,Lobaria,Lobaria pulmonaria,5,95,180,1055,8375,2600355,5260693,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2600355,Lobaria,Lobaria pulmonaria (L.) Hoffm.,Lobaria pulmonaria,Common Lungwort Lichen,(L.) Hoffm.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1796). Deutschl. Fl., Zweiter Theil (Erlangen): 146 (’1795′).",1,2023-08-22T23:20:59.545+00:00,2023-08-22T22:56:12.475+00:00,['ORIGINAL_NAME_DERIVED'],Lecanoromycetes,3421904.0,Lichen pulmonarius L.
2532720,2532720,1085153,gbif:2532720,176050721.0,Fungi,Basidiomycota,Agaricales,Tricholomataceae,Aspropaxillus,Aspropaxillus giganteus,5,34,186,1499,8787,2532024,2532720,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2532024,Aspropaxillus,Aspropaxillus giganteus (Sowerby) Kühner & Maire,Aspropaxillus giganteus,,(Sowerby) Kühner & Maire,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1934). Bull. Trimest. Soc. Mycol. Fr. 50: 13.,4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:03.339+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2532721.0,Agaricus giganteus Sowerby
5243258,5243258,6530542,gbif:5243258,172065505.0,Fungi,Basidiomycota,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon perlatum,5,34,186,1499,3297360,9367003,5243258,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9367003,Lycoperdon,Lycoperdon perlatum Pers.,Lycoperdon perlatum,Common Puffball,Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1796). Observ. Mycol. (Lipsiae) 1: 4.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:58.053+00:00,[],Agaricomycetes,,
2535209,2535209,37551761,gbif:2535209,172062240.0,Fungi,Basidiomycota,Agaricales,Lycoperdaceae,Bovista,Bovista polymorpha,5,34,186,1499,3297360,9441377,2535209,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,9441377,Bovista,Bovista polymorpha Kreisel,Bovista polymorpha,,Kreisel,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1964). Reprium Nov. Spec. Regni Veg. 69: 201.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:57.326+00:00,[],Agaricomycetes,,
10852503,10852503,32277480,gbif:10852503,172058335.0,Fungi,Basidiomycota,Agaricales,Lycoperdaceae,Apioperdon,Apioperdon pyriforme,5,34,186,1499,3297360,10676978,10852503,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,10676978,Apioperdon,Apioperdon pyriforme (Schaeff.) Vizzini,Apioperdon pyriforme,"Pear-shaped Puffball, Stump Puffball",(Schaeff.) Vizzini,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2017). In Vizzini & Ercole, Phytotaxa 299(1): 81.",3,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:57.796+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5243232.0,Lycoperdon pyriforme Schaeff.
5427065,5427065,40947108,gbif:5427065,180117428.0,Bacteria,Cyanobacteria,Cyanobacteriales,Microcoleaceae,Lyngbya,Lyngbya majuscula,3,68,10774316,10793096,7941427,3218593,5427065,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,3218593,Lyngbya,Lyngbya majuscula Harv.,Lyngbya majuscula,,Harv.,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Lyngbya majuscula Harv. ex Gomont,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:52:46.211+00:00,['ORTHOGRAPHIC_VARIANT'],Cyanobacteriia,,
8813286,8813286,5944782,gbif:8813286,172097788.0,Fungi,Basidiomycota,Russulales,Russulaceae,Lactarius,Lactarius camphoratus,5,34,186,1144,7609,2532156,8813286,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2532156,Lactarius,Lactarius camphoratus (Bull.) Fr.,Lactarius camphoratus,Curry Milkcap,(Bull.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 346 (’1836-1838′).,5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:10.616+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5241079.0,Agaricus camphoratus Bull.
5248629,5248629,5946266,gbif:5248629,172097520.0,Fungi,Basidiomycota,Russulales,Russulaceae,Lactarius,Lactarius deliciosus,5,34,186,1144,7609,2532156,5248629,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2532156,Lactarius,Lactarius deliciosus (L.) Gray,Lactarius deliciosus,Saffron Milkcap,(L.) Gray,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1821). Nat. Arr. Brit. Pl. (London) 1: 624.,12,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:10.939+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2550903.0,Agaricus deliciosus L.
7719797,7719797,5949494,gbif:7719797,210304438.0,Fungi,Basidiomycota,Russulales,Russulaceae,Lactifluus,Lactifluus piperatus,5,34,186,1144,7609,6009534,7719797,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,6009534,Lactifluus,Lactifluus piperatus (L.) Roussel,Lactifluus piperatus,Peppery Milkcap,(L.) Roussel,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1806). Fl. Calvados, Edn 2: 66.",5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:04.713+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2551163.0,Agaricus piperatus L.
9072021,9072021,5965083,gbif:9072021,176064515.0,Fungi,Basidiomycota,Polyporales,Laetiporaceae,Laetiporus,Laetiporus sulphureus,5,34,186,1145,3272667,2542160,9072021,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2542160,Laetiporus,Laetiporus sulphureus (Bull.) Murrill,Laetiporus sulphureus,Chicken Of The Woods,(Bull.) Murrill,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1920). Mycologia 12(1): 11.,20,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:32.379+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8196224.0,Boletus sulphureus Bull.
2544188,2544188,5737949,gbif:2544188,172104584.0,Fungi,Basidiomycota,Polyporales,Irpicaceae,Irpex,Irpex lacteus,5,34,186,1145,3292639,2518613,2544188,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2518613,Irpex,Irpex lacteus (Fr.) Fr.,Irpex lacteus,Milk-white Toothed Polypore,(Fr.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1828). Elench. Fung. (Greifswald) 1: 142.,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:27.316+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5245828.0,Sistotrema lacteum Fr.
2543487,2543487,5745842,gbif:2543487,172108704.0,Fungi,Basidiomycota,Polyporales,Ischnodermataceae,Ischnoderma,Ischnoderma resinosum,5,34,186,1145,3306353,2519599,2543487,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519599,Ischnoderma,Ischnoderma resinosum (Schrad.) P.Karst.,Ischnoderma resinosum,Resinous Polypore,(Schrad.) P.Karst.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1879). Meddn Soc. Fauna Flora Fenn. 5: 38.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:08.347+00:00,[],Agaricomycetes,,
2594602,2594602,7172688,gbif:2594602,,Fungi,Ascomycota,Pezizales,Morchellaceae,Morchella,Morchella esculenta,5,95,316,1057,8398,2594601,2594602,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2594601,Morchella,Morchella esculenta (L.) Pers.,Morchella esculenta,Morel,(L.) Pers.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1794). Neues Mag. Bot. 1: 116.,11,2023-08-22T23:20:59.545+00:00,2023-08-22T22:58:01.562+00:00,['ORIGINAL_NAME_DERIVED'],Pezizomycetes,2594609.0,Phallus esculentus L.
3219423,3219423,12923892,gbif:3219423,164017786.0,Bacteria,Cyanobacteria,Cyanobacteriales,Nostocaceae,Nostoc,Nostoc commune,3,68,10774316,10793096,2884,3219414,3219423,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9f3541fc-3179-4592-ac05-8c4726a7b00c,3219414,Nostoc,Nostoc commune Vaucher,Nostoc commune,,Vaucher,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Nostoc commune Vaucher ex Bornet & Flahault,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:52:48.534+00:00,['ORTHOGRAPHIC_VARIANT'],Cyanobacteriia,,
2537081,2537081,7194804,gbif:2537081,172040444.0,Fungi,Basidiomycota,Agaricales,Physalacriaceae,Mucidula,Mucidula mucida,5,34,186,1499,4182,7243452,2537081,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7243452,Mucidula,Mucidula mucida (Schrad.) Pat.,Mucidula mucida,Porcelain Fungus,(Schrad.) Pat.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1887). Hyménomyc. Eur. (Paris): 96.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:07.936+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,8094334.0,Agaricus mucidus Schrad.
2537689,2537689,6771530,gbif:2537689,172048347.0,Fungi,Basidiomycota,Agaricales,Tricholomataceae,Megacollybia,Megacollybia platyphylla,5,34,186,1499,8787,2537688,2537689,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2537688,Megacollybia,Megacollybia platyphylla (Pers.) Kotl. & Pouzar,Megacollybia platyphylla,Whitelaced Shank,(Pers.) Kotl. & Pouzar,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1972). ČEská Mykol. 26(4): 220.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:10.278+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5243801.0,Agaricus platyphyllus Pers.
8031042,8031042,17472313,gbif:8031042,172040522.0,Fungi,Basidiomycota,Agaricales,Physalacriaceae,Hymenopellis,Hymenopellis radicata,5,34,186,1499,4182,8154036,8031042,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8154036,Hymenopellis,Hymenopellis radicata (Relhan) R.H.Petersen,Hymenopellis radicata,,(Relhan) R.H.Petersen,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(2010). In Petersen & Hughes, Nova Hedwigia, Beih. 137: 202.",18,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:07.295+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2533080.0,Agaricus radicatus Relhan
3200167,3200167,8044235,gbif:3200167,117174128.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Padina,Padina antillarum,4,98,7073593,1180,7725,3200149,3200167,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3200149,Padina,Padina antillarum (Kütz.) Picc.,Padina antillarum,,(Kütz.) Picc.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.485+00:00,[],Phaeophyceae,5423402.0,Zonaria antillarum Kütz.
9118025,9118025,8097802,gbif:9118025,172043578.0,Fungi,Basidiomycota,Agaricales,Mycenaceae,Panellus,Panellus stipticus,5,34,186,1499,4180,2526673,9118025,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2526673,Panellus,Panellus stipticus (Bull.) P.Karst.,Panellus stipticus,Bitter Oysterling,(Bull.) P.Karst.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1879). Hattsvampar 14: Fig. 172.,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:00:44.522+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,2527675.0,Agaricus stipticus Bull.
5246153,5246153,8120207,gbif:5246153,172089000.0,Fungi,Basidiomycota,Polyporales,Panaceae,Panus,Panus rudis,5,34,186,1145,10058136,7850509,5246153,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7850509,Panus,Panus rudis Fr.,Panus rudis,,Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1838). Epicr. Syst. Mycol. (Upsaliae): 398 (’1836-1838′).,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:06.056+00:00,[],Agaricomycetes,,
2606268,2606268,8259143,gbif:2606268,172230782.0,Fungi,Ascomycota,Lecanorales,Parmeliaceae,Parmotrema,Parmotrema tinctorum,5,95,180,1048,8305,2565599,2606268,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2565599,Parmotrema,Parmotrema tinctorum (Despr. ex Nyl.) Hale,Parmotrema tinctorum,Old Gray Ruffles,(Despr. ex Nyl.) Hale,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1974). Phytologia 28(4): 339.,8,2023-08-22T23:20:59.545+00:00,2023-08-22T22:55:49.068+00:00,['ORIGINAL_NAME_DERIVED'],Lecanoromycetes,2606269.0,Parmelia tinctorum Despr. ex Nyl.
7693097,7693097,11017313,gbif:7693097,172015857.0,Fungi,Basidiomycota,Boletales,Tapinellaceae,Tapinella,Tapinella atrotomentosa,5,34,186,1063,4187,2525650,7693097,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2525650,Tapinella,Tapinella atrotomentosa (Batsch) Šutara,Tapinella atrotomentosa,Velvet Rollrim,(Batsch) Šutara,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1992). ČEská Mykol. 46(1-2): 50.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:17.134+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5244306.0,Agaricus atrotomentosus Batsch
7387256,7387256,15421451,gbif:7387256,131962009.0,Fungi,Ascomycota,Pezizales,Pezizaceae,Peziza,Peziza vesiculosa,5,95,316,1057,8399,8766080,7387256,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,8766080,Peziza,Peziza vesiculosa Fr.,Peziza vesiculosa,,Fr.,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Peziza vesiculosa Bull.,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:58:04.383+00:00,['ORTHOGRAPHIC_VARIANT'],Pezizomycetes,,
2525455,2525455,8795221,gbif:2525455,172018268.0,Fungi,Basidiomycota,Boletales,Sclerodermataceae,Pisolithus,Pisolithus arhizus,5,34,186,1063,8453,2525454,2525455,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2525454,Pisolithus,Pisolithus arhizus (Scop.) Rauschert,Pisolithus arhizus,Dyeball,(Scop.) Rauschert,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1959). Z. Pilzk. 25(2): 50.,11,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:13.850+00:00,[],Agaricomycetes,,
2526548,2526548,8932063,gbif:2526548,172038517.0,Fungi,Basidiomycota,Agaricales,Pleurotaceae,Pleurotus,Pleurotus pulmonarius,5,34,186,1499,4183,2518610,2526548,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2518610,Pleurotus,Pleurotus pulmonarius (Fr.) Quél.,Pleurotus pulmonarius,Pale Oyster,(Fr.) Quél.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1872). Mém. Soc. Émul. Montbéliard, Sér. 2 5: 11.",9,2023-08-22T23:20:59.545+00:00,2023-08-22T22:59:54.824+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5240396.0,Agaricus pulmonarius Fr.
9284704,9284704,37557706,gbif:9284704,172093760.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Cerioporus,Cerioporus leptocephalus,5,34,186,1145,3286,7240748,9284704,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7240748,Cerioporus,Cerioporus leptocephalus (Jacq.) Zmitr.,Cerioporus leptocephalus,Blackfoot Polypore,(Jacq.) Zmitr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(2016). International Journal of Medicinal Mushrooms (Redding) 18(1): 33.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:20.772+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5954539.0,Boletus leptocephalus Jacq.
7652320,7652320,11360618,gbif:7652320,119271486.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Trametes,Trametes versicolor,5,34,186,1145,3286,2519084,7652320,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,155b33d2-84b1-4a31-9287-9d9e900bc6c8,2519084,Trametes,Trametes versicolor (L.) Pilát,Trametes versicolor,,(L.) Pilát,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Trametes versicolor (L.) Lloyd,,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:13.499+00:00,['ORTHOGRAPHIC_VARIANT'],Agaricomycetes,,
2549306,2549306,18515297,gbif:2549306,210303234.0,Fungi,Basidiomycota,Polyporales,Fomitopsidaceae,Wolfiporia,Wolfiporia cocos,5,34,186,1145,7619,2549292,2549306,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2549292,Wolfiporia,Wolfiporia cocos (F.A.Wolf) Ryvarden & Gilb.,Wolfiporia cocos,,(F.A.Wolf) Ryvarden & Gilb.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1984). Mycotaxon 19: 141.,5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:00.942+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,5248135.0,Poria cocos F.A.Wolf
9227816,9227816,11359201,gbif:9227816,194435164.0,Fungi,Basidiomycota,Polyporales,Polyporaceae,Trametes,Trametes cinnabarina,5,34,186,1145,3286,2519084,9227816,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519084,Trametes,Trametes cinnabarina (Jacq.) Fr.,Trametes cinnabarina,Northern Cinnabar Polypore,(Jacq.) Fr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"(1849). Summa Veg. Scand., Sectio Post. (Stockholm): 323.",2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:14.423+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7634133.0,Boletus cinnabarinus Jacq.
2542126,2542126,8502305,gbif:2542126,176064569.0,Fungi,Basidiomycota,Polyporales,Laetiporaceae,Phaeolus,Phaeolus schweinitzii,5,34,186,1145,3272667,2519269,2542126,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2519269,Phaeolus,Phaeolus schweinitzii (Fr.) Pat.,Phaeolus schweinitzii,"Velvet-top Fungus, Dyer's Polypore, Dyer's Mazegill, Pine Dye Polypore",(Fr.) Pat.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,(1900). Essai Tax. Hyménomyc. (Lons-Le-Saunier): 86.,8,2023-08-22T23:20:59.545+00:00,2023-08-22T23:01:32.654+00:00,['ORIGINAL_NAME_DERIVED'],Agaricomycetes,7180677.0,Polyporus schweinitzii Fr.
